sample_pt_desc,latitude,longitude,sample_id,year,quarter,cod,conductivity,e_coli,pH,nitrate,phosphate,physical_compliance_percentage,chemical_compliance_percentage,bacteriological_compliance_percentage,biological_compliance_percentage,overall_compliance_percentage,river
Vaal River @ 20 km Beacon ,-26.751,27.81,VRB20,2018,Oct-Dec,28.0,63.0,84.0,7.1,3.88,0.74,80.0,90.91,100.0,100.0,92.73,Vaal Main
Vaal River @ 37 km Beacon ,-26.691,27.935,VRB37,2018,Jan-Mar,24.0,60.0,9767.0,7.7,3.2,0.35,100.0,100.0,0.0,100.0,75.0,Vaal Main
Vaal River @ 37 km Beacon ,-26.691,27.935,VRB37,2018,Apr-Jun,20.0,60.0,13861.0,7.5,2.83,0.29,80.0,100.0,0.0,100.0,70.0,Vaal Main
Vaal River @ 37 km Beacon ,-26.691,27.935,VRB37,2018,Jul-Sep,20.0,83.0,148761.0,7.5,3.95,0.53,80.0,100.0,0.0,100.0,70.0,Vaal Main
Vaal River @ 37 km Beacon ,-26.691,27.935,VRB37,2018,Oct-Dec,27.0,76.0,3983.0,7.3,3.73,0.9,80.0,90.91,0.0,100.0,67.73,Vaal Main
Blesbokspruit Weir @ Heidelberg,-26.511,28.351,B10,2019,Jan-Mar,29.0,96.0,5509.0,7.9,1.18,0.63,60.0,90.91,0.0,100.0,62.73,Vaal Main
Blesbokspruit Weir @ Heidelberg,-26.511,28.351,B10,2019,Apr-Jun,17.0,107.0,1041.0,7.9,1.28,0.48,80.0,90.91,0.0,100.0,67.73,Vaal Main
Blesbokspruit Weir @ Heidelberg,-26.511,28.351,B10,2019,Jul-Sep,20.0,133.0,1387.0,7.7,1.97,0.43,60.0,90.91,0.0,100.0,62.73,Vaal Main
Blesbokspruit Weir @ Heidelberg,-26.511,28.351,B10,2019,Oct-Dec,28.0,127.0,5702.0,7.6,2.35,0.56,40.0,90.91,0.0,100.0,57.73,Vaal Main
Klip River Weir @ Redan Train Bridge,-26.62,27.981,K19,2019,Jan-Mar,27.0,65.0,3986.0,7.3,3.27,0.6,60.0,100.0,0.0,100.0,65.0,Vaal Main
Klip River Weir @ Redan Train Bridge,-26.62,27.981,K19,2019,Apr-Jun,36.0,74.0,4259.0,7.4,3.82,0.52,60.0,100.0,0.0,100.0,65.0,Vaal Main
Klip River Weir @ Redan Train Bridge,-26.62,27.981,K19,2019,Jul-Sep,43.0,87.0,3843.0,7.6,2.75,0.89,80.0,81.82,0.0,100.0,65.46,Vaal Main
Klip River Weir @ Redan Train Bridge,-26.62,27.981,K19,2019,Oct-Dec,44.0,80.0,8669.0,7.5,2.15,0.87,80.0,81.82,0.0,100.0,65.46,Vaal Main
Leeuspruit @ Sasolburg ,-26.802,27.799,LS1,2019,Jan-Mar,25.0,25.0,119522.0,7.2,1.22,0.26,60.0,90.91,0.0,0.0,37.73,Vaal Main
Leeuspruit @ Sasolburg ,-26.802,27.799,LS1,2019,Apr-Jun,16.0,49.0,3003.0,7.6,1.45,0.25,80.0,100.0,0.0,0.0,45.0,Vaal Main
Leeuspruit @ Sasolburg ,-26.802,27.799,LS1,2019,Jul-Sep,14.0,46.0,963.0,7.8,1.4,0.25,80.0,100.0,0.0,0.0,45.0,Vaal Main
Leeuspruit @ Sasolburg ,-26.802,27.799,LS1,2019,Oct-Dec,25.0,49.0,2569837.0,7.3,0.53,0.36,80.0,100.0,0.0,0.0,45.0,Vaal Main
Rietspruit Weir @ Loch Vaal ,-26.729,27.718,RV2,2019,Jan-Mar,28.0,52.0,217085.0,7.1,2.3,0.73,60.0,90.91,0.0,100.0,62.73,Vaal Main
Rietspruit Weir @ Loch Vaal ,-26.729,27.718,RV2,2019,Apr-Jun,33.0,59.0,143113.0,7.6,0.63,0.81,80.0,81.82,0.0,100.0,65.46,Vaal Main
Rietspruit Weir @ Loch Vaal ,-26.729,27.718,RV2,2019,Jul-Sep,82.0,62.0,555924.0,7.4,0.55,1.04,40.0,81.82,0.0,100.0,55.46,Vaal Main
Rietspruit Weir @ Loch Vaal ,-26.729,27.718,RV2,2019,Oct-Dec,76.0,58.0,849118.0,7.5,0.53,1.08,40.0,81.82,0.0,100.0,55.46,Vaal Main
Suikerbosrant River Weir @ Three Rivers,-26.671,28.031,S2,2019,Jan-Mar,22.0,88.0,407.0,8.1,1.28,0.42,80.0,100.0,0.0,100.0,70.0,Vaal Main
Suikerbosrant River Weir @ Three Rivers,-26.671,28.031,S2,2019,Apr-Jun,16.0,101.0,389.0,8.0,1.35,0.32,80.0,90.91,100.0,100.0,92.73,Vaal Main
Suikerbosrant River Weir @ Three Rivers,-26.671,28.031,S2,2019,Jul-Sep,19.0,121.0,165.0,8.0,2.13,0.32,80.0,90.91,100.0,100.0,92.73,Vaal Main
Suikerbosrant River Weir @ Three Rivers,-26.671,28.031,S2,2019,Oct-Dec,30.0,119.0,603.0,7.8,1.38,0.35,80.0,81.82,0.0,100.0,65.46,Vaal Main
Stream from Webb's Farm ,-26.799,27.908,TW2,2019,Jan-Mar,,61.0,1489.0,7.6,0.6,0.72,40.0,81.82,0.0,0.0,30.46,Vaal Main
Stream from Webb's Farm ,-26.799,27.908,TW2,2019,Apr-Jun,,71.0,637.0,7.7,0.79,0.44,40.0,90.91,0.0,0.0,32.73,Vaal Main
Stream from Webb's Farm ,-26.799,27.908,TW2,2019,Jul-Sep,,71.0,686.0,7.7,0.74,0.61,60.0,81.82,0.0,0.0,35.46,Vaal Main
Stream from Webb's Farm ,-26.799,27.908,TW2,2019,Oct-Dec,,62.0,8090.0,7.5,0.56,0.96,60.0,81.82,0.0,0.0,35.46,Vaal Main
Vaal River @ Barrage Outlet ,-26.763,27.683,V17,2019,Jan-Mar,27.0,62.0,45.0,7.7,2.33,0.44,80.0,100.0,100.0,100.0,95.0,Vaal Main
Vaal River @ Barrage Outlet ,-26.763,27.683,V17,2019,Apr-Jun,19.0,70.0,28.0,7.7,2.32,0.37,80.0,100.0,100.0,100.0,95.0,Vaal Main
Vaal River @ Barrage Outlet ,-26.763,27.683,V17,2019,Jul-Sep,28.0,72.0,506.0,7.9,1.71,0.72,100.0,81.82,0.0,100.0,70.46,Vaal Main
Vaal River @ Barrage Outlet ,-26.763,27.683,V17,2019,Oct-Dec,38.0,72.0,96.0,7.7,1.6,0.95,80.0,90.91,100.0,100.0,92.73,Vaal Main
Vaal River @ Engelbrecht's Drift Weir,-26.854,28.121,V2,2019,Jan-Mar,12.0,21.0,100.0,7.9,0.52,0.25,60.0,81.82,100.0,100.0,85.46,Vaal Main
Vaal River @ Engelbrecht's Drift Weir,-26.854,28.121,V2,2019,Apr-Jun,12.0,20.0,59.0,7.7,0.5,0.25,60.0,100.0,100.0,100.0,90.0,Vaal Main
Vaal River @ Engelbrecht's Drift Weir,-26.854,28.121,V2,2019,Jul-Sep,12.0,19.0,17317.0,7.6,0.5,0.31,60.0,81.82,0.0,100.0,60.46,Vaal Main
Vaal River @ Engelbrecht's Drift Weir,-26.854,28.121,V2,2019,Oct-Dec,14.0,31.0,4657.0,7.6,0.5,0.25,60.0,81.82,0.0,100.0,60.46,Vaal Main
Vaal River @ 20 km Beacon ,-26.751,27.81,VRB20,2019,Jan-Mar,32.0,69.0,100.0,7.5,2.1,0.61,80.0,90.91,100.0,100.0,92.73,Vaal Main
Vaal River @ 20 km Beacon ,-26.751,27.81,VRB20,2019,Apr-Jun,19.0,72.0,57.0,7.7,3.27,0.34,80.0,100.0,100.0,100.0,95.0,Vaal Main
Vaal River @ 20 km Beacon ,-26.751,27.81,VRB20,2019,Jul-Sep,35.0,85.0,134.0,7.8,2.78,0.46,80.0,100.0,100.0,100.0,95.0,Vaal Main
Vaal River @ 20 km Beacon ,-26.751,27.81,VRB20,2019,Oct-Dec,46.0,67.0,175.0,7.5,1.88,0.7,80.0,90.91,100.0,100.0,92.73,Vaal Main
Vaal River @ 37 km Beacon ,-26.691,27.935,VRB37,2019,Jan-Mar,18.0,71.0,5283.0,7.4,3.1,0.6,80.0,100.0,0.0,100.0,70.0,Vaal Main
Vaal River @ 37 km Beacon ,-26.691,27.935,VRB37,2019,Apr-Jun,21.0,75.0,12041.0,7.4,3.12,0.4,80.0,100.0,0.0,100.0,70.0,Vaal Main
Vaal River @ 37 km Beacon ,-26.691,27.935,VRB37,2019,Jul-Sep,28.0,82.0,11050.0,7.7,2.92,0.53,80.0,100.0,0.0,100.0,70.0,Vaal Main
Vaal River @ 37 km Beacon ,-26.691,27.935,VRB37,2019,Oct-Dec,33.0,76.0,11988.0,7.4,1.78,0.76,80.0,81.82,0.0,100.0,65.46,Vaal Main
Blesbokspruit Weir @ Heidelberg,-26.511,28.351,B10,2020,Jan-Mar,28.0,78.0,1348.0,7.9,1.21,0.69,60.0,90.91,0.0,100.0,62.73,Vaal Main
Blesbokspruit Weir @ Heidelberg,-26.511,28.351,B10,2020,Apr-Jun,25.0,91.0,4535.0,7.9,1.74,0.37,80.0,100.0,0.0,100.0,70.0,Vaal Main
Blesbokspruit Weir @ Heidelberg,-26.511,28.351,B10,2020,Jul-Sep,25.0,113.0,2055.0,7.8,1.93,0.42,80.0,100.0,0.0,100.0,70.0,Vaal Main
Blesbokspruit Weir @ Heidelberg,-26.511,28.351,B10,2020,Oct-Dec,23.0,97.0,2996.0,7.8,1.86,1.24,60.0,90.91,0.0,100.0,62.73,Vaal Main
Klip River Weir @ Redan Train Bridge,-26.62,27.981,K19,2020,Jan-Mar,39.0,70.0,13860.0,7.5,2.49,1.03,60.0,90.91,0.0,100.0,62.73,Vaal Main
Klip River Weir @ Redan Train Bridge,-26.62,27.981,K19,2020,Apr-Jun,29.0,73.0,9759.0,7.5,4.35,0.63,60.0,90.91,0.0,100.0,62.73,Vaal Main
Klip River Weir @ Redan Train Bridge,-26.62,27.981,K19,2020,Jul-Sep,34.0,83.0,2108.0,7.5,5.32,0.6,80.0,100.0,0.0,100.0,70.0,Vaal Main
Klip River Weir @ Redan Train Bridge,-26.62,27.981,K19,2020,Oct-Dec,23.0,76.0,8246.0,7.4,2.77,1.85,60.0,90.91,0.0,100.0,62.73,Vaal Main
Leeuspruit @ Sasolburg ,-26.802,27.799,LS1,2020,Jan-Mar,35.0,51.0,22760.0,7.6,0.5,0.88,80.0,81.82,0.0,0.0,40.46,Vaal Main
Leeuspruit @ Sasolburg ,-26.802,27.799,LS1,2020,Apr-Jun,,,,,,,0.0,0.0,0.0,0.0,0.0,Vaal Main
Leeuspruit @ Sasolburg ,-26.802,27.799,LS1,2020,Jul-Sep,44.0,64.0,12579.0,7.8,0.8,0.29,80.0,100.0,0.0,0.0,45.0,Vaal Main
Leeuspruit @ Sasolburg ,-26.802,27.799,LS1,2020,Oct-Dec,45.0,54.0,82832.0,7.8,0.5,1.88,80.0,90.91,0.0,0.0,42.73,Vaal Main
Rietspruit Weir @ Loch Vaal ,-26.729,27.718,RV2,2020,Jan-Mar,48.0,56.0,78035.0,7.7,0.5,0.96,80.0,81.82,0.0,100.0,65.46,Vaal Main
Rietspruit Weir @ Loch Vaal ,-26.729,27.718,RV2,2020,Apr-Jun,40.0,60.0,58093.0,7.5,0.95,0.87,80.0,81.82,0.0,100.0,65.46,Vaal Main
Rietspruit Weir @ Loch Vaal ,-26.729,27.718,RV2,2020,Jul-Sep,46.0,62.0,270396.0,7.5,1.3,1.31,80.0,81.82,0.0,100.0,65.46,Vaal Main
Rietspruit Weir @ Loch Vaal ,-26.729,27.718,RV2,2020,Oct-Dec,46.0,65.0,331795.0,7.4,0.55,2.11,60.0,81.82,0.0,100.0,60.46,Vaal Main
Suikerbosrant River Weir @ Three Rivers,-26.671,28.031,S2,2020,Jan-Mar,33.0,76.0,393.0,8.0,1.33,0.4,80.0,100.0,100.0,100.0,95.0,Vaal Main
Suikerbosrant River Weir @ Three Rivers,-26.671,28.031,S2,2020,Apr-Jun,30.0,88.0,537.0,8.0,2.04,0.27,80.0,100.0,0.0,100.0,70.0,Vaal Main
Suikerbosrant River Weir @ Three Rivers,-26.671,28.031,S2,2020,Jul-Sep,29.0,108.0,125.0,8.1,2.53,0.32,80.0,100.0,100.0,100.0,95.0,Vaal Main
Suikerbosrant River Weir @ Three Rivers,-26.671,28.031,S2,2020,Oct-Dec,29.0,98.0,526.0,7.9,1.61,1.98,80.0,90.91,0.0,100.0,67.73,Vaal Main
Stream from Webb's Farm ,-26.799,27.908,TW2,2020,Jan-Mar,,75.0,440.0,7.8,0.58,1.18,40.0,90.91,0.0,0.0,32.73,Vaal Main
Stream from Webb's Farm ,-26.799,27.908,TW2,2020,Apr-Jun,,,,,,,0.0,0.0,0.0,0.0,0.0,Vaal Main
Stream from Webb's Farm ,-26.799,27.908,TW2,2020,Jul-Sep,,71.0,121.0,8.0,0.72,0.5,40.0,100.0,100.0,0.0,60.0,Vaal Main
Stream from Webb's Farm ,-26.799,27.908,TW2,2020,Oct-Dec,,70.0,1206.0,7.7,0.77,2.54,40.0,81.82,0.0,0.0,30.46,Vaal Main
Vaal River @ Barrage Outlet ,-26.763,27.683,V17,2020,Jan-Mar,35.0,59.0,7.0,8.0,2.45,0.66,80.0,90.91,100.0,100.0,92.73,Vaal Main
Vaal River @ Barrage Outlet ,-26.763,27.683,V17,2020,Apr-Jun,26.0,68.0,38.0,7.4,3.19,0.32,80.0,100.0,100.0,100.0,95.0,Vaal Main
Vaal River @ Barrage Outlet ,-26.763,27.683,V17,2020,Jul-Sep,26.0,73.0,64.0,7.8,2.7,0.57,80.0,100.0,100.0,100.0,95.0,Vaal Main
Vaal River @ Barrage Outlet ,-26.763,27.683,V17,2020,Oct-Dec,37.0,70.0,63.0,7.7,2.7,1.42,80.0,90.91,100.0,100.0,92.73,Vaal Main
Vaal River @ Engelbrecht's Drift Weir,-26.854,28.121,V2,2020,Jan-Mar,23.0,21.0,140.0,7.8,0.53,0.27,60.0,100.0,100.0,100.0,90.0,Vaal Main
Vaal River @ Engelbrecht's Drift Weir,-26.854,28.121,V2,2020,Apr-Jun,22.0,21.0,21.0,7.9,0.5,0.25,60.0,100.0,100.0,100.0,90.0,Vaal Main
Vaal River @ Engelbrecht's Drift Weir,-26.854,28.121,V2,2020,Jul-Sep,19.0,19.0,28.0,7.8,2.2,0.25,60.0,100.0,100.0,100.0,90.0,Vaal Main
Vaal River @ Engelbrecht's Drift Weir,-26.854,28.121,V2,2020,Oct-Dec,19.0,21.0,197.0,7.7,0.5,0.26,60.0,100.0,100.0,100.0,90.0,Vaal Main
Vaal River @ 20 km Beacon ,-26.751,27.81,VRB20,2020,Jan-Mar,32.0,66.0,225.0,7.8,2.2,1.57,80.0,90.91,100.0,100.0,92.73,Vaal Main
Vaal River @ 20 km Beacon ,-26.751,27.81,VRB20,2020,Apr-Jun,21.0,72.0,508.0,7.4,3.92,0.32,80.0,100.0,0.0,100.0,70.0,Vaal Main
Vaal River @ 20 km Beacon ,-26.751,27.81,VRB20,2020,Jul-Sep,22.0,81.0,194.0,7.6,4.77,0.39,80.0,100.0,100.0,100.0,95.0,Vaal Main
Vaal River @ 20 km Beacon ,-26.751,27.81,VRB20,2020,Oct-Dec,22.0,66.0,489.0,7.6,3.08,1.49,80.0,90.91,0.0,100.0,67.73,Vaal Main
Vaal River @ 37 km Beacon ,-26.691,27.935,VRB37,2020,Jan-Mar,27.0,66.0,11061.0,7.6,2.92,1.49,80.0,90.91,0.0,100.0,67.73,Vaal Main
Vaal River @ 37 km Beacon ,-26.691,27.935,VRB37,2020,Apr-Jun,25.0,69.0,6986.0,7.4,3.82,0.38,80.0,100.0,0.0,100.0,70.0,Vaal Main
Vaal River @ 37 km Beacon ,-26.691,27.935,VRB37,2020,Jul-Sep,23.0,82.0,5874.0,7.4,4.22,0.48,80.0,100.0,0.0,100.0,70.0,Vaal Main
Vaal River @ 37 km Beacon ,-26.691,27.935,VRB37,2020,Oct-Dec,23.0,73.0,2197.0,7.5,3.03,1.52,80.0,90.91,0.0,100.0,67.73,Vaal Main
Blesbokspruit Weir @ Heidelberg,-26.511,28.351,B10,2021,Jan-Mar,29.0,73.0,6188.0,7.9,0.92,1.36,60.0,45.45,0.0,100.0,51.36,Vaal Main
Blesbokspruit Weir @ Heidelberg,-26.511,28.351,B10,2021,Apr-Jun,22.0,80.0,1035.0,7.9,1.65,0.54,100.0,100.0,0.0,100.0,75.0,Vaal Main
Blesbokspruit Weir @ Heidelberg,-26.511,28.351,B10,2021,Jul-Sep,24.0,127.0,12743.0,7.9,1.98,1.07,80.0,72.73,0.0,100.0,63.18,Vaal Main
Blesbokspruit Weir @ Heidelberg,-26.511,28.351,B10,2021,Oct-Dec,26.0,101.0,2099.0,7.9,1.45,1.02,80.0,90.91,0.0,100.0,67.73,Vaal Main
Klip River Weir @ Redan Train Bridge,-26.62,27.981,K19,2021,Jan-Mar,29.0,70.0,15475.0,7.4,3.35,1.32,60.0,90.91,0.0,100.0,62.73,Vaal Main
Klip River Weir @ Redan Train Bridge,-26.62,27.981,K19,2021,Apr-Jun,35.0,78.0,10005.0,7.5,3.27,0.91,100.0,90.91,0.0,100.0,72.73,Vaal Main
Klip River Weir @ Redan Train Bridge,-26.62,27.981,K19,2021,Jul-Sep,31.0,82.0,12622.0,7.6,1.94,1.98,100.0,81.82,0.0,100.0,70.46,Vaal Main
Klip River Weir @ Redan Train Bridge,-26.62,27.981,K19,2021,Oct-Dec,29.0,80.0,27091.0,7.5,0.9,1.85,80.0,81.82,0.0,100.0,65.46,Vaal Main
Leeuspruit @ Sasolburg ,-26.802,27.799,LS1,2021,Jan-Mar,32.0,59.0,665537.0,7.7,1.23,2.2,80.0,90.91,0.0,0.0,42.73,Vaal Main
Leeuspruit @ Sasolburg ,-26.802,27.799,LS1,2021,Apr-Jun,27.0,69.0,51091.0,7.8,0.59,0.88,100.0,90.91,0.0,0.0,47.73,Vaal Main
Leeuspruit @ Sasolburg ,-26.802,27.799,LS1,2021,Jul-Sep,36.0,58.0,1741.0,8.0,1.69,1.44,100.0,90.91,0.0,0.0,47.73,Vaal Main
Leeuspruit @ Sasolburg ,-26.802,27.799,LS1,2021,Oct-Dec,39.0,50.0,147297.0,7.7,0.57,1.85,80.0,81.82,0.0,0.0,40.46,Vaal Main
Rietspruit Weir @ Loch Vaal ,-26.729,27.718,RV2,2021,Jan-Mar,38.0,56.0,37269.0,7.4,2.52,1.97,80.0,45.45,0.0,100.0,56.36,Vaal Main
Rietspruit Weir @ Loch Vaal ,-26.729,27.718,RV2,2021,Apr-Jun,37.0,61.0,64455.0,7.5,0.59,1.09,100.0,81.82,0.0,100.0,70.46,Vaal Main
Rietspruit Weir @ Loch Vaal ,-26.729,27.718,RV2,2021,Jul-Sep,40.0,63.0,297938.0,7.5,0.5,2.84,100.0,81.82,0.0,100.0,70.46,Vaal Main
Rietspruit Weir @ Loch Vaal ,-26.729,27.718,RV2,2021,Oct-Dec,41.0,54.0,311354.0,7.5,0.72,1.46,80.0,90.91,0.0,100.0,67.73,Vaal Main
Suikerbosrant River Weir @ Three Rivers,-26.671,28.031,S2,2021,Jan-Mar,32.0,66.0,966.0,7.9,1.56,1.01,60.0,45.45,0.0,100.0,51.36,Vaal Main
Suikerbosrant River Weir @ Three Rivers,-26.671,28.031,S2,2021,Apr-Jun,21.0,89.0,266.0,8.1,2.63,0.39,100.0,100.0,100.0,100.0,100.0,Vaal Main
Suikerbosrant River Weir @ Three Rivers,-26.671,28.031,S2,2021,Jul-Sep,25.0,120.0,169.0,8.1,2.78,0.95,100.0,72.73,100.0,100.0,93.18,Vaal Main
Suikerbosrant River Weir @ Three Rivers,-26.671,28.031,S2,2021,Oct-Dec,30.0,94.0,1270.0,7.9,1.55,1.19,80.0,81.82,0.0,100.0,65.46,Vaal Main
Stream from Webb's Farm ,-26.799,27.908,TW2,2021,Jan-Mar,,91.0,779.0,7.7,1.25,3.04,40.0,36.36,0.0,0.0,19.09,Vaal Main
Stream from Webb's Farm ,-26.799,27.908,TW2,2021,Apr-Jun,,67.0,448.0,7.9,1.13,1.08,60.0,90.91,0.0,0.0,37.73,Vaal Main
Stream from Webb's Farm ,-26.799,27.908,TW2,2021,Jul-Sep,,68.0,1646.0,8.0,1.03,1.67,60.0,90.91,0.0,0.0,37.73,Vaal Main
Stream from Webb's Farm ,-26.799,27.908,TW2,2021,Oct-Dec,,66.0,2444.0,7.8,0.72,1.68,60.0,81.82,0.0,0.0,35.46,Vaal Main
Vaal River @ Barrage Outlet ,-26.763,27.683,V17,2021,Jan-Mar,25.0,43.0,378.0,7.4,1.83,0.62,60.0,90.91,100.0,100.0,87.73,Vaal Main
Vaal River @ Barrage Outlet ,-26.763,27.683,V17,2021,Apr-Jun,27.0,68.0,16.0,7.8,2.22,0.33,100.0,100.0,100.0,100.0,100.0,Vaal Main
Vaal River @ Barrage Outlet ,-26.763,27.683,V17,2021,Jul-Sep,28.0,72.0,73.0,7.9,2.23,1.24,100.0,81.82,100.0,100.0,95.46,Vaal Main
Vaal River @ Barrage Outlet ,-26.763,27.683,V17,2021,Oct-Dec,27.0,65.0,245.0,7.8,0.58,1.75,100.0,90.91,100.0,100.0,97.73,Vaal Main
Vaal River @ Engelbrecht's Drift Weir,-26.854,28.121,V2,2021,Jan-Mar,21.0,24.0,241.0,7.7,0.64,0.19,60.0,54.55,100.0,100.0,78.64,Vaal Main
Vaal River @ Engelbrecht's Drift Weir,-26.854,28.121,V2,2021,Apr-Jun,21.0,21.0,64.0,7.9,0.59,0.25,80.0,100.0,100.0,100.0,95.0,Vaal Main
Vaal River @ Engelbrecht's Drift Weir,-26.854,28.121,V2,2021,Jul-Sep,21.0,21.0,46.0,7.9,0.59,0.36,80.0,90.91,100.0,100.0,92.73,Vaal Main
Vaal River @ Engelbrecht's Drift Weir,-26.854,28.121,V2,2021,Oct-Dec,20.0,21.0,149.0,7.8,0.53,0.17,100.0,100.0,100.0,0.0,75.0,Vaal Main
Vaal River @ 20 km Beacon ,-26.751,27.81,VRB20,2021,Jan-Mar,21.0,46.0,511.0,7.4,2.37,0.62,60.0,90.91,0.0,100.0,62.73,Vaal Main
Vaal River @ 20 km Beacon ,-26.751,27.81,VRB20,2021,Apr-Jun,27.0,73.0,68.0,7.5,2.3,0.61,100.0,90.91,100.0,100.0,97.73,Vaal Main
Vaal River @ 20 km Beacon ,-26.751,27.81,VRB20,2021,Jul-Sep,26.0,84.0,58.0,7.7,2.55,1.65,100.0,81.82,100.0,100.0,95.46,Vaal Main
Vaal River @ 20 km Beacon ,-26.751,27.81,VRB20,2021,Oct-Dec,28.0,73.0,835.0,7.6,0.66,1.94,100.0,90.91,0.0,0.0,47.73,Vaal Main
Vaal River @ 37 km Beacon ,-26.691,27.935,VRB37,2021,Jan-Mar,21.0,50.0,10438.0,7.4,2.52,0.92,60.0,90.91,0.0,100.0,62.73,Vaal Main
Vaal River @ 37 km Beacon ,-26.691,27.935,VRB37,2021,Apr-Jun,25.0,76.0,49716.0,7.5,2.96,0.86,100.0,90.91,0.0,100.0,72.73,Vaal Main
Vaal River @ 37 km Beacon ,-26.691,27.935,VRB37,2021,Jul-Sep,23.0,86.0,19296.0,7.5,2.83,2.12,100.0,81.82,0.0,100.0,70.46,Vaal Main
Vaal River @ 37 km Beacon ,-26.691,27.935,VRB37,2021,Oct-Dec,29.0,71.0,5139.0,7.5,0.82,2.14,100.0,90.91,0.0,100.0,72.73,Vaal Main
Blesbokspruit Weir @ Heidelberg,-26.511,28.351,B10,2011,Jan-Mar,21.0,63.0,9310.0,7.6,0.69,0.42,100.0,100.0,0.0,100.0,75.0,Vaal Main
Blesbokspruit Weir @ Heidelberg,-26.511,28.351,B10,2011,Apr-Jun,20.0,68.0,35790.0,7.8,1.05,0.38,100.0,100.0,0.0,100.0,75.0,Vaal Main
Blesbokspruit Weir @ Heidelberg,-26.511,28.351,B10,2011,Jul-Sep,24.0,81.0,336.0,7.7,1.89,0.41,100.0,100.0,100.0,100.0,100.0,Vaal Main
Blesbokspruit Weir @ Heidelberg,-26.511,28.351,B10,2011,Oct-Dec,28.0,89.0,1490.0,8.0,1.6,0.53,100.0,100.0,0.0,100.0,75.0,Vaal Main
Klip River Weir @ Redan Train Bridge,-26.62,27.981,K19,2011,Jan-Mar,24.0,68.0,5010.0,7.2,3.1,0.5,100.0,100.0,0.0,100.0,75.0,Vaal Main
Klip River Weir @ Redan Train Bridge,-26.62,27.981,K19,2011,Apr-Jun,27.0,67.0,4426.0,7.5,3.91,0.28,100.0,100.0,0.0,100.0,75.0,Vaal Main
Klip River Weir @ Redan Train Bridge,-26.62,27.981,K19,2011,Jul-Sep,30.0,71.0,1449.0,7.5,4.99,0.3,100.0,100.0,0.0,100.0,75.0,Vaal Main
Klip River Weir @ Redan Train Bridge,-26.62,27.981,K19,2011,Oct-Dec,29.0,69.0,1690.0,7.4,4.2,0.35,80.0,100.0,0.0,100.0,70.0,Vaal Main
Leeuspruit @ Sasolburg ,-26.802,27.799,LS1,2011,Jan-Mar,23.0,60.0,19070.0,6.7,0.42,0.19,100.0,100.0,0.0,0.0,50.0,Vaal Main
Leeuspruit @ Sasolburg ,-26.802,27.799,LS1,2011,Apr-Jun,40.0,95.0,518369.0,7.8,0.98,0.25,80.0,100.0,0.0,0.0,45.0,Vaal Main
Leeuspruit @ Sasolburg ,-26.802,27.799,LS1,2011,Jul-Sep,36.0,88.0,80948.0,7.9,0.29,0.58,80.0,100.0,0.0,0.0,45.0,Vaal Main
Leeuspruit @ Sasolburg ,-26.802,27.799,LS1,2011,Oct-Dec,27.0,84.0,590.0,7.1,0.15,0.38,80.0,100.0,0.0,0.0,45.0,Vaal Main
Rietspruit Weir @ Loch Vaal ,-26.729,27.718,RV2,2011,Jan-Mar,23.0,64.0,8100.0,7.3,3.3,0.69,60.0,90.91,0.0,100.0,62.73,Vaal Main
Rietspruit Weir @ Loch Vaal ,-26.729,27.718,RV2,2011,Apr-Jun,25.0,66.0,5624.0,7.4,4.26,0.93,80.0,90.91,0.0,100.0,67.73,Vaal Main
Rietspruit Weir @ Loch Vaal ,-26.729,27.718,RV2,2011,Jul-Sep,26.0,69.0,3731.0,7.4,4.57,1.53,100.0,90.91,0.0,100.0,72.73,Vaal Main
Rietspruit Weir @ Loch Vaal ,-26.729,27.718,RV2,2011,Oct-Dec,26.0,63.0,6820.0,7.3,5.1,1.1,60.0,90.91,0.0,100.0,62.73,Vaal Main
Suikerbosrant River Weir @ Three Rivers,-26.671,28.031,S2,2011,Jan-Mar,25.0,47.0,1900.0,7.5,0.63,0.18,100.0,100.0,0.0,100.0,75.0,Vaal Main
Suikerbosrant River Weir @ Three Rivers,-26.671,28.031,S2,2011,Apr-Jun,20.0,60.0,989.0,8.0,0.99,0.22,100.0,100.0,0.0,100.0,75.0,Vaal Main
Suikerbosrant River Weir @ Three Rivers,-26.671,28.031,S2,2011,Jul-Sep,22.0,74.0,50.0,8.1,1.85,0.16,100.0,100.0,100.0,100.0,100.0,Vaal Main
Suikerbosrant River Weir @ Three Rivers,-26.671,28.031,S2,2011,Oct-Dec,26.0,82.0,310.0,8.1,0.9,0.28,100.0,100.0,100.0,100.0,100.0,Vaal Main
Stream from Webb's Farm ,-26.799,27.908,TW2,2011,Jan-Mar,,120.0,6720.0,7.2,2.8,1.5,60.0,81.82,0.0,0.0,35.46,Vaal Main
Stream from Webb's Farm ,-26.799,27.908,TW2,2011,Apr-Jun,,99.0,884.0,8.0,2.52,1.44,60.0,90.91,0.0,0.0,37.73,Vaal Main
Stream from Webb's Farm ,-26.799,27.908,TW2,2011,Jul-Sep,,99.0,1848.0,8.2,2.33,1.22,60.0,90.91,0.0,0.0,37.73,Vaal Main
Stream from Webb's Farm ,-26.799,27.908,TW2,2011,Oct-Dec,,105.0,4210.0,7.7,0.75,1.7,60.0,90.91,0.0,0.0,37.73,Vaal Main
