sample_id,year,qtr,quarter,conductivity,dissolved_o2,ph,suspended_solids,cod,compliance_%
K3,2020,1,Jan-Mar,56.0,3.1,7.6,0,0.0,40.0
K3,2020,2,Apr-Jun,0.0,0.0,0.0,0,0.0,0.0
K3,2020,3,Jul-Sep,68.0,2.9,7.6,0,0.0,40.0
K3,2020,4,Oct-Dec,65.0,1.0,7.6,0,0.0,40.0
K4,2020,1,Jan-Mar,63.0,1.8,7.5,0,0.0,40.0
K4,2020,2,Apr-Jun,0.0,0.0,0.0,0,0.0,0.0
K4,2020,3,Jul-Sep,56.0,1.4,7.7,0,0.0,40.0
K4,2020,4,Oct-Dec,51.0,0.7,7.4,0,0.0,40.0
K5,2020,1,Jan-Mar,51.0,3.8,7.5,0,0.0,40.0
K5,2020,2,Apr-Jun,0.0,0.0,0.0,0,0.0,0.0
K5,2020,3,Jul-Sep,58.0,0.8,7.5,0,0.0,40.0
K5,2020,4,Oct-Dec,58.0,1.3,7.5,0,0.0,40.0
K6,2020,1,Jan-Mar,50.0,2.2,7.6,0,0.0,40.0
K6,2020,2,Apr-Jun,0.0,0.0,0.0,0,0.0,0.0
K6,2020,3,Jul-Sep,59.0,1.0,7.5,0,0.0,40.0
K6,2020,4,Oct-Dec,57.0,0.8,7.4,0,0.0,40.0
E17,2020,1,Jan-Mar,173.0,1.7,7.4,0,0.0,20.0
E17,2020,2,Apr-Jun,0.0,0.0,0.0,0,0.0,0.0
E17,2020,3,Jul-Sep,258.0,1.1,7.4,0,0.0,20.0
E17,2020,4,Oct-Dec,229.0,0.6,7.3,0,0.0,20.0
E2,2020,1,Jan-Mar,24.0,3.1,7.6,0,0.0,40.0
E2,2020,2,Apr-Jun,0.0,0.0,0.0,0,0.0,0.0
E2,2020,3,Jul-Sep,34.0,3.1,7.5,0,0.0,40.0
E2,2020,4,Oct-Dec,38.0,1.9,7.7,0,0.0,40.0
E7,2020,1,Jan-Mar,208.0,3.7,7.3,0,0.0,20.0
E7,2020,2,Apr-Jun,0.0,0.0,0.0,0,0.0,0.0
E7,2020,3,Jul-Sep,315.0,1.4,7.3,0,0.0,20.0
E7,2020,4,Oct-Dec,97.0,1.9,7.2,0,0.0,40.0
E8,2020,1,Jan-Mar,126.0,5.3,7.4,0,0.0,40.0
E8,2020,2,Apr-Jun,0.0,0.0,0.0,0,0.0,0.0
E8,2020,3,Jul-Sep,215.0,2.7,7.4,0,0.0,20.0
E8,2020,4,Oct-Dec,151.0,1.2,6.4,0,0.0,0.0
N4,2020,1,Jan-Mar,71.0,3.2,6.8,0,0.0,40.0
N4,2020,2,Apr-Jun,0.0,0.0,0.0,0,0.0,0.0
N4,2020,3,Jul-Sep,75.0,2.0,7.3,0,0.0,40.0
N4,2020,4,Oct-Dec,71.0,2.0,6.8,0,0.0,40.0
N7,2020,1,Jan-Mar,52.0,2.8,7.4,0,0.0,40.0
N7,2020,2,Apr-Jun,0.0,0.0,0.0,0,0.0,0.0
N7,2020,3,Jul-Sep,59.0,2.2,7.3,0,0.0,40.0
N7,2020,4,Oct-Dec,51.0,0.9,7.1,0,0.0,40.0
N8,2020,1,Jan-Mar,105.0,2.7,7.7,19,34.0,80.0
N8,2020,2,Apr-Jun,0.0,0.0,0.0,0,0.0,0.0
N8,2020,3,Jul-Sep,143.0,3.2,7.5,17,30.0,60.0
N8,2020,4,Oct-Dec,115.0,2.6,7.4,32,28.0,80.0
R1,2020,1,Jan-Mar,178.0,3.4,7.0,0,0.0,20.0
R1,2020,2,Apr-Jun,0.0,0.0,0.0,0,0.0,0.0
R1,2020,3,Jul-Sep,115.0,1.8,7.8,0,0.0,40.0
R1,2020,4,Oct-Dec,209.0,1.5,7.6,0,0.0,20.0
R2,2020,1,Jan-Mar,76.0,3.5,7.8,0,0.0,40.0
R2,2020,2,Apr-Jun,0.0,0.0,0.0,0,0.0,0.0
R2,2020,3,Jul-Sep,64.0,2.6,7.7,0,0.0,40.0
R2,2020,4,Oct-Dec,60.0,1.7,7.4,0,0.0,40.0
R3,2020,1,Jan-Mar,57.0,6.3,8.1,0,0.0,60.0
R3,2020,2,Apr-Jun,0.0,0.0,0.0,0,0.0,0.0
R3,2020,3,Jul-Sep,43.0,2.9,7.9,0,0.0,40.0
R3,2020,4,Oct-Dec,39.0,1.6,7.2,0,0.0,40.0
R4,2020,1,Jan-Mar,129.0,6.5,7.9,0,0.0,40.0
R4,2020,2,Apr-Jun,0.0,0.0,0.0,0,0.0,0.0
R4,2020,3,Jul-Sep,188.0,3.8,7.9,0,0.0,20.0
R4,2020,4,Oct-Dec,175.0,1.6,7.8,0,0.0,20.0
R5,2020,1,Jan-Mar,111.0,1.5,7.9,0,0.0,40.0
R5,2020,2,Apr-Jun,0.0,0.0,0.0,0,0.0,0.0
R5,2020,3,Jul-Sep,142.0,4.0,7.8,0,0.0,20.0
R5,2020,4,Oct-Dec,113.0,1.2,7.9,0,0.0,40.0
R6,2020,1,Jan-Mar,103.0,2.1,7.7,32,28.0,80.0
R6,2020,2,Apr-Jun,0.0,0.0,0.0,0,0.0,0.0
R6,2020,3,Jul-Sep,139.0,2.9,7.5,19,27.0,60.0
R6,2020,4,Oct-Dec,116.0,1.8,7.4,58,26.0,60.0
K1,2021,1,Jan-Mar,43.0,4.4,7.5,0,0.0,40.0
K1,2021,2,Apr-Jun,78.0,11.0,7.7,0,0.0,60.0
K1,2021,3,Jul-Sep,60.0,3.9,7.7,0,0.0,40.0
K1,2021,4,Oct-Dec,53.0,6.4,7.5,0,0.0,60.0
K10,2021,1,Jan-Mar,47.0,0.7,7.6,0,0.0,40.0
K10,2021,2,Apr-Jun,55.0,9.7,7.5,0,0.0,60.0
K10,2021,3,Jul-Sep,60.0,5.5,7.5,0,0.0,60.0
K10,2021,4,Oct-Dec,53.0,8.5,7.5,0,0.0,60.0
K11,2021,1,Jan-Mar,35.0,3.8,7.5,0,0.0,40.0
K11,2021,2,Apr-Jun,28.0,13.0,7.5,0,0.0,60.0
K11,2021,3,Jul-Sep,43.0,7.2,8.1,0,0.0,60.0
K11,2021,4,Oct-Dec,41.0,9.9,7.8,0,0.0,60.0
K14,2021,1,Jan-Mar,27.0,1.3,7.2,0,0.0,40.0
K14,2021,2,Apr-Jun,40.0,9.2,7.5,0,0.0,60.0
K14,2021,3,Jul-Sep,17.0,9.2,7.6,0,0.0,60.0
K14,2021,4,Oct-Dec,22.0,9.7,7.4,0,0.0,60.0
K18,2021,1,Jan-Mar,71.0,1.0,7.4,0,0.0,40.0
K18,2021,2,Apr-Jun,78.0,5.8,7.6,0,0.0,60.0
K18,2021,3,Jul-Sep,87.0,5.3,7.5,0,0.0,60.0
K18,2021,4,Oct-Dec,79.0,5.8,7.5,0,0.0,60.0
K19,2021,1,Jan-Mar,70.0,1.8,7.4,113,29.0,60.0
K19,2021,2,Apr-Jun,78.0,9.9,7.5,45,35.0,100.0
K19,2021,3,Jul-Sep,82.0,7.6,7.6,49,31.0,100.0
K19,2021,4,Oct-Dec,80.0,8.4,7.5,102,29.0,80.0
K21,2021,1,Jan-Mar,52.0,1.4,7.4,144,37.0,60.0
K21,2021,2,Apr-Jun,56.0,8.5,7.5,56,33.0,80.0
K21,2021,3,Jul-Sep,62.0,6.1,7.5,69,35.0,80.0
K21,2021,4,Oct-Dec,54.0,7.1,7.5,118,31.0,80.0
K25,2021,1,Jan-Mar,66.0,1.2,7.6,0,0.0,40.0
K25,2021,2,Apr-Jun,74.0,9.5,7.5,0,0.0,60.0
K25,2021,3,Jul-Sep,87.0,7.0,7.6,0,0.0,60.0
K25,2021,4,Oct-Dec,80.0,8.9,7.5,0,0.0,60.0
K3,2021,1,Jan-Mar,65.0,1.5,7.8,0,0.0,40.0
K3,2021,2,Apr-Jun,63.0,2.8,7.5,0,0.0,40.0
K3,2021,3,Jul-Sep,76.0,0.5,7.6,0,0.0,40.0
K3,2021,4,Oct-Dec,69.0,5.5,7.5,0,0.0,60.0
K4,2021,1,Jan-Mar,40.0,1.4,7.5,0,0.0,40.0
K4,2021,2,Apr-Jun,54.0,10.0,7.4,0,0.0,60.0
K4,2021,3,Jul-Sep,59.0,5.0,7.8,0,0.0,60.0
K4,2021,4,Oct-Dec,50.0,7.5,7.5,0,0.0,60.0
K5,2021,1,Jan-Mar,49.0,1.3,7.6,0,0.0,40.0
K5,2021,2,Apr-Jun,55.0,11.0,7.5,0,0.0,60.0
K5,2021,3,Jul-Sep,58.0,5.1,7.7,0,0.0,60.0
K5,2021,4,Oct-Dec,52.0,7.7,7.4,0,0.0,60.0
K6,2021,1,Jan-Mar,54.0,1.0,7.3,0,0.0,40.0
K6,2021,2,Apr-Jun,72.0,5.5,7.5,0,0.0,60.0
K6,2021,3,Jul-Sep,62.0,5.4,7.5,0,0.0,60.0
K6,2021,4,Oct-Dec,47.0,5.0,7.3,0,0.0,60.0
E17,2021,1,Jan-Mar,219.0,1.2,6.9,0,0.0,20.0
E17,2021,2,Apr-Jun,260.0,0.5,7.2,0,0.0,20.0
E17,2021,3,Jul-Sep,273.0,4.4,7.2,0,0.0,20.0
E17,2021,4,Oct-Dec,192.0,6.0,7.3,0,0.0,40.0
E2,2021,1,Jan-Mar,27.0,1.4,7.0,0,0.0,40.0
E2,2021,2,Apr-Jun,31.0,0.0,7.5,0,0.0,40.0
E2,2021,3,Jul-Sep,39.0,9.9,7.7,0,0.0,60.0
E2,2021,4,Oct-Dec,85.0,3.7,7.7,0,0.0,40.0
E7,2021,1,Jan-Mar,195.0,2.0,7.1,0,0.0,20.0
E7,2021,2,Apr-Jun,285.0,0.5,6.6,0,0.0,20.0
E7,2021,3,Jul-Sep,260.0,9.0,7.0,0,0.0,40.0
E7,2021,4,Oct-Dec,227.0,7.3,7.1,0,0.0,40.0
E8,2021,1,Jan-Mar,65.0,4.4,6.8,0,0.0,40.0
E8,2021,2,Apr-Jun,151.0,0.5,7.3,0,0.0,20.0
E8,2021,3,Jul-Sep,255.0,11.0,7.2,0,0.0,40.0
E8,2021,4,Oct-Dec,129.0,7.3,7.2,0,0.0,40.0
N7,2021,1,Jan-Mar,52.0,1.8,7.2,0,0.0,40.0
N7,2021,2,Apr-Jun,55.0,0.5,7.2,0,0.0,40.0
N7,2021,3,Jul-Sep,52.0,8.8,7.6,0,0.0,60.0
N7,2021,4,Oct-Dec,65.0,5.9,7.4,0,0.0,60.0
N8,2021,1,Jan-Mar,101.0,1.5,7.5,28,28.0,80.0
N8,2021,2,Apr-Jun,115.0,9.4,7.6,25,31.0,100.0
N8,2021,3,Jul-Sep,137.0,7.1,7.6,27,28.0,80.0
N8,2021,4,Oct-Dec,115.0,8.6,7.5,45,25.0,100.0
R1,2021,1,Jan-Mar,100.0,0.7,7.9,0,0.0,40.0
R1,2021,2,Apr-Jun,56.0,0.0,7.8,0,0.0,40.0
R1,2021,3,Jul-Sep,69.0,7.1,7.7,0,0.0,60.0
R1,2021,4,Oct-Dec,58.0,6.8,7.8,0,0.0,60.0
R2,2021,1,Jan-Mar,42.0,1.5,7.5,0,0.0,40.0
R2,2021,2,Apr-Jun,150.0,0.0,7.6,0,0.0,20.0
R2,2021,3,Jul-Sep,78.0,6.0,8.0,0,0.0,60.0
R2,2021,4,Oct-Dec,61.0,8.7,7.8,0,0.0,60.0
R3,2021,1,Jan-Mar,58.0,1.4,7.7,0,0.0,40.0
R3,2021,2,Apr-Jun,51.0,0.0,8.5,0,0.0,40.0
R3,2021,3,Jul-Sep,49.0,8.2,7.7,0,0.0,60.0
R3,2021,4,Oct-Dec,37.0,7.8,7.8,0,0.0,60.0
R4,2021,1,Jan-Mar,158.0,0.9,7.8,0,0.0,20.0
R4,2021,2,Apr-Jun,195.0,0.0,7.8,0,0.0,20.0
R4,2021,3,Jul-Sep,258.0,10.0,7.7,0,0.0,40.0
R4,2021,4,Oct-Dec,119.0,8.2,7.4,0,0.0,60.0
R5,2021,1,Jan-Mar,133.0,1.3,7.9,0,0.0,20.0
R5,2021,2,Apr-Jun,175.0,12.5,7.8,0,0.0,40.0
R5,2021,3,Jul-Sep,224.0,9.5,7.9,0,0.0,40.0
R5,2021,4,Oct-Dec,180.0,7.6,7.7,0,0.0,40.0
R6,2021,1,Jan-Mar,104.0,2.1,7.5,42,21.0,80.0
R6,2021,2,Apr-Jun,120.0,8.0,7.6,27,28.0,100.0
R6,2021,3,Jul-Sep,143.0,7.4,7.6,29,25.0,80.0
R6,2021,4,Oct-Dec,116.0,7.4,7.6,82,29.0,80.0
K1,2022,1,Jan-Mar,48.0,5.1,7.4,0,0.0,60.0
K1,2022,2,Apr-Jun,48.0,9.6,7.2,0,0.0,60.0
K10,2022,1,Jan-Mar,50.0,6.8,7.4,0,0.0,60.0
K10,2022,2,Apr-Jun,60.0,7.2,7.5,0,0.0,60.0
K11,2022,1,Jan-Mar,30.0,8.5,7.6,0,0.0,60.0
K11,2022,2,Apr-Jun,38.0,10.0,7.2,0,0.0,60.0
K14,2022,1,Jan-Mar,24.0,9.2,7.5,0,0.0,60.0
K14,2022,2,Apr-Jun,36.0,6.4,7.3,0,0.0,60.0
K18,2022,1,Jan-Mar,67.0,6.5,7.5,0,0.0,60.0
K18,2022,2,Apr-Jun,69.0,7.1,7.4,0,0.0,60.0
K19,2022,1,Jan-Mar,68.0,7.3,7.6,75,27.0,80.0
K19,2022,2,Apr-Jun,76.0,7.4,7.5,49,24.0,100.0
K21,2022,1,Jan-Mar,52.0,7.1,7.6,60,26.0,80.0
K21,2022,2,Apr-Jun,68.0,6.7,7.5,66,21.0,80.0
K25,2022,1,Jan-Mar,64.0,7.0,7.5,0,0.0,60.0
K25,2022,2,Apr-Jun,62.0,10.0,7.5,0,0.0,60.0
K3,2022,1,Jan-Mar,71.0,4.8,7.6,0,0.0,40.0
K3,2022,2,Apr-Jun,63.0,7.7,7.5,0,0.0,60.0
K4,2022,1,Jan-Mar,43.0,4.5,7.3,0,0.0,40.0
K4,2022,2,Apr-Jun,57.0,8.3,7.5,0,0.0,60.0
K5,2022,1,Jan-Mar,43.0,6.8,7.3,0,0.0,60.0
K5,2022,2,Apr-Jun,49.0,6.8,7.4,0,0.0,60.0
K6,2022,1,Jan-Mar,49.0,4.1,7.4,0,0.0,40.0
K6,2022,2,Apr-Jun,65.0,7.1,7.3,0,0.0,60.0
E17,2022,1,Jan-Mar,195.0,4.7,7.4,0,0.0,20.0
E17,2022,2,Apr-Jun,207.0,4.9,7.3,0,0.0,20.0
E2,2022,1,Jan-Mar,36.0,6.2,7.2,0,0.0,60.0
E2,2022,2,Apr-Jun,46.0,8.9,7.7,0,0.0,60.0
E7,2022,1,Jan-Mar,233.0,5.9,6.3,0,0.0,20.0
E7,2022,2,Apr-Jun,222.0,4.2,6.7,0,0.0,20.0
E8,2022,1,Jan-Mar,55.0,9.1,7.7,0,0.0,60.0
E8,2022,2,Apr-Jun,84.0,7.2,7.4,0,0.0,60.0
N7,2022,1,Jan-Mar,71.0,7.6,7.3,0,0.0,60.0
N7,2022,2,Apr-Jun,62.0,7.4,7.3,0,0.0,60.0
N8,2022,1,Jan-Mar,98.0,8.7,7.7,42,25.0,100.0
N8,2022,2,Apr-Jun,99.0,6.9,7.5,35,0.0,80.0
R1,2022,1,Jan-Mar,121.0,7.8,7.8,0,0.0,40.0
R1,2022,2,Apr-Jun,115.0,9.1,8.2,0,0.0,60.0
R2,2022,1,Jan-Mar,50.0,7.7,7.9,0,0.0,60.0
R2,2022,2,Apr-Jun,65.0,8.5,8.2,0,0.0,60.0
R3,2022,1,Jan-Mar,78.0,8.4,7.7,0,0.0,60.0
R3,2022,2,Apr-Jun,55.0,8.7,8.1,0,0.0,60.0
R4,2022,1,Jan-Mar,119.0,9.7,7.6,0,0.0,60.0
R4,2022,2,Apr-Jun,165.0,7.6,8.0,0,0.0,40.0
R5,2022,1,Jan-Mar,118.0,9.5,7.8,0,0.0,60.0
R5,2022,2,Apr-Jun,128.0,8.9,7.7,0,0.0,40.0
R6,2022,1,Jan-Mar,95.0,7.0,7.7,35,25.0,100.0
R6,2022,2,Apr-Jun,107.0,6.0,7.6,29,21.0,100.0
