sample_id,year,qtr,quarter,aluminium,ammonium,chloride,fluoride,iron,magnesium,manganese,nitrate,phosphate,sodium,sulphate,compliance_%
B10,2018,4,Oct-Dec,0.03,1.1,70.0,1.05,0.08,28.0,0.22,2.26,0.9,91.0,296,81.82
S1,2018,1,Jan-Mar,0.61,0.1,14.0,0.24,0.6,8.0,0.14,0.58,0.19,16.0,16,90.91
S1,2018,2,Apr-Jun,0.12,0.08,58.0,0.29,0.35,11.0,0.03,1.12,0.18,19.0,48,100.0
S1,2018,3,Jul-Sep,0.06,0.45,41.0,0.21,0.12,18.0,0.12,2.04,0.18,33.0,18,100.0
S1,2018,4,Oct-Dec,0.04,0.18,60.0,0.43,0.13,21.0,0.23,0.57,0.25,51.0,72,100.0
S2,2018,1,Jan-Mar,0.13,0.1,67.0,0.26,0.2,26.0,0.12,1.18,0.28,68.0,265,100.0
S2,2018,2,Apr-Jun,0.19,0.07,61.0,0.21,0.24,23.0,0.15,1.23,0.33,55.0,238,100.0
S2,2018,3,Jul-Sep,0.06,0.09,92.0,0.23,0.09,36.0,0.08,1.7,0.28,96.0,497,100.0
S2,2018,4,Oct-Dec,0.04,0.04,88.0,0.68,0.08,29.0,0.07,3.61,0.41,90.0,391,100.0
B1,2019,1,Jan-Mar,0.03,2.23,39.0,0.51,0.18,13.0,0.2,4.67,0.83,47.0,55,90.91
B1,2019,2,Apr-Jun,0.08,0.27,36.0,0.47,0.06,18.0,0.09,0.87,0.25,50.0,60,100.0
B1,2019,3,Jul-Sep,0.03,1.27,44.0,0.56,0.05,10.0,0.03,0.5,0.31,31.0,50,100.0
B1,2019,4,Oct-Dec,0.06,0.09,62.0,1.12,0.07,18.0,0.1,1.17,0.25,59.0,210,90.91
B2,2019,1,Jan-Mar,0.03,3.71,49.0,0.53,0.22,8.0,0.05,0.5,1.1,27.0,49,90.91
B2,2019,2,Apr-Jun,0.03,10.2,55.0,0.6,0.28,16.0,0.15,1.2,1.43,59.0,61,81.82
B2,2019,3,Jul-Sep,0.03,12.7,67.0,0.63,0.42,10.0,0.14,0.92,1.58,68.0,58,81.82
B2,2019,4,Oct-Dec,0.09,6.48,68.0,1.15,0.62,12.0,0.34,0.93,1.95,64.0,61,72.73
B3,2019,1,Jan-Mar,0.03,0.23,60.0,0.47,0.31,10.0,0.15,0.5,0.33,49.0,32,100.0
B3,2019,2,Apr-Jun,0.03,0.08,51.0,0.56,0.08,9.0,0.08,0.73,0.25,47.0,69,100.0
B3,2019,3,Jul-Sep,0.03,8.1,72.0,0.6,0.3,11.0,0.47,0.5,0.86,56.0,42,81.82
B3,2019,4,Oct-Dec,0.07,11.65,88.0,1.28,0.48,15.0,0.67,0.57,3.85,65.0,29,72.73
B4,2019,1,Jan-Mar,0.03,0.05,42.0,0.51,0.07,9.0,0.06,0.5,0.32,34.0,64,100.0
B4,2019,2,Apr-Jun,0.05,0.06,49.0,0.6,0.05,10.0,0.03,0.83,0.29,33.0,81,100.0
B4,2019,3,Jul-Sep,0.03,4.26,63.0,0.56,0.02,13.0,0.04,0.97,0.53,61.0,76,100.0
B4,2019,4,Oct-Dec,0.06,3.6,67.0,0.76,0.04,10.0,0.04,0.67,2.38,66.0,91,90.91
B13,2019,1,Jan-Mar,0.05,0.12,46.0,0.49,0.16,10.0,0.07,1.95,0.53,47.0,47,100.0
B13,2019,2,Apr-Jun,0.03,1.24,53.0,0.7,0.07,18.0,0.15,2.18,0.55,55.0,83,100.0
B13,2019,3,Jul-Sep,0.03,2.36,90.0,1.17,0.11,11.0,0.13,1.53,2.03,91.0,81,81.82
B13,2019,4,Oct-Dec,0.06,2.72,65.0,0.84,0.18,16.0,0.23,1.66,0.61,80.0,91,90.91
B5,2019,1,Jan-Mar,0.03,1.18,60.0,0.61,0.16,14.0,0.42,1.14,0.52,58.0,95,100.0
B5,2019,2,Apr-Jun,0.04,1.34,58.0,0.74,0.12,12.0,0.08,1.43,0.43,49.0,98,100.0
B5,2019,3,Jul-Sep,0.06,1.99,96.0,0.58,0.08,18.0,0.11,1.5,1.04,121.0,137,90.91
B5,2019,4,Oct-Dec,0.09,2.41,59.0,0.83,0.21,16.0,0.37,1.3,0.34,66.0,142,100.0
B16,2019,1,Jan-Mar,0.03,0.56,65.0,0.82,0.05,21.0,0.18,0.9,0.61,71.0,217,90.91
B16,2019,2,Apr-Jun,0.03,0.22,76.0,1.3,0.08,35.0,0.14,0.84,0.27,160.0,530,72.73
B16,2019,3,Jul-Sep,0.03,0.17,100.0,1.97,0.06,49.0,0.19,1.43,0.31,153.0,680,72.73
B16,2019,4,Oct-Dec,0.10,0.59,91.0,1.83,0.04,41.0,0.43,1.01,0.59,80.0,610,81.82
B6,2019,1,Jan-Mar,0.05,0.27,35.0,0.54,0.3,10.0,0.5,0.84,0.25,27.0,78,100.0
B6,2019,2,Apr-Jun,0.18,0.06,33.0,0.51,0.26,13.0,0.32,0.5,0.25,40.0,67,100.0
B6,2019,3,Jul-Sep,0.05,0.32,31.0,0.45,0.25,11.0,0.39,0.71,0.25,28.0,40,100.0
B6,2019,4,Oct-Dec,0.09,0.45,31.0,1.04,0.41,18.0,1.54,0.9,0.25,43.0,172,81.82
B15,2019,1,Jan-Mar,0.03,0.4,56.0,0.67,0.04,20.0,0.6,0.56,0.73,75.0,170,90.91
B15,2019,2,Apr-Jun,0.03,0.24,74.0,1.47,0.03,25.0,0.16,0.66,0.31,68.0,498,90.91
B15,2019,3,Jul-Sep,0.04,3.48,110.0,1.73,0.06,50.0,0.22,1.17,0.68,142.0,690,72.73
B15,2019,4,Oct-Dec,0.10,0.33,94.0,1.73,0.04,42.0,0.34,0.53,0.55,294.0,540,72.73
B17,2019,1,Jan-Mar,0.03,0.05,87.0,0.91,0.03,25.0,0.25,0.5,0.76,94.0,265,90.91
B17,2019,2,Apr-Jun,0.03,0.06,73.0,1.17,0.03,32.0,0.25,0.5,0.57,88.0,407,90.91
B17,2019,3,Jul-Sep,0.03,0.16,86.0,1.67,0.02,44.0,0.83,0.5,0.34,142.0,522,81.82
B17,2019,4,Oct-Dec,0.16,1.63,110.0,2.2,0.16,38.0,1.02,0.5,0.9,124.0,667,63.64
B11,2019,1,Jan-Mar,0.03,0.07,85.0,1.02,0.05,26.0,0.29,0.5,0.77,88.0,298,81.82
B11,2019,2,Apr-Jun,0.04,0.08,75.0,1.17,0.05,29.0,0.11,0.5,0.48,83.0,402,90.91
B11,2019,3,Jul-Sep,0.03,0.23,103.0,1.8,0.02,46.0,0.24,0.5,0.34,140.0,603,81.82
B11,2019,4,Oct-Dec,0.25,3.74,115.0,1.97,0.31,36.0,0.85,0.5,0.67,119.0,637,72.73
B7,2019,1,Jan-Mar,0.05,0.11,53.0,1.05,0.21,18.0,0.42,0.5,0.6,71.0,202,90.91
B7,2019,2,Apr-Jun,0.03,0.05,42.0,0.95,0.17,14.0,0.32,0.5,0.25,44.0,170,100.0
B7,2019,3,Jul-Sep,0.03,0.09,44.0,1.0,0.03,20.0,0.57,0.5,0.25,66.0,197,100.0
B7,2019,4,Oct-Dec,0.09,0.23,70.0,1.7,0.06,34.0,1.94,0.5,0.28,84.0,422,81.82
B8,2019,1,Jan-Mar,0.05,0.36,78.0,0.93,0.05,26.0,0.07,0.5,0.62,86.0,271,90.91
B8,2019,2,Apr-Jun,0.03,0.11,73.0,1.2,0.1,21.0,0.17,0.5,0.46,65.0,388,90.91
B8,2019,3,Jul-Sep,0.06,0.15,101.0,1.97,0.06,44.0,0.38,0.5,0.28,124.0,595,81.82
B8,2019,4,Oct-Dec,0.17,1.5,99.0,1.88,0.04,43.0,0.57,0.7,0.62,114.0,589,72.73
B14,2019,1,Jan-Mar,0.13,1.82,41.0,0.65,0.34,14.0,0.26,2.5,0.57,46.0,129,100.0
B14,2019,2,Apr-Jun,0.05,1.58,60.0,0.9,0.09,21.0,0.1,1,0.61,75.0,257,90.91
B14,2019,3,Jul-Sep,0.07,0.52,77.0,1.39,0.14,33.0,0.26,1.28,1.05,105.0,379,81.82
B14,2019,4,Oct-Dec,0.14,0.31,102.0,1.9,0.04,44.0,0.68,1.63,0.48,90.0,550,81.82
B12,2019,1,Jan-Mar,0.03,0.23,76.0,0.88,0.08,22.0,0.14,1.28,0.46,82.0,220,100.0
B12,2019,2,Apr-Jun,0.22,1.65,45.0,0.8,0.26,18.0,0.15,2.17,0.56,51.0,153,100.0
B12,2019,3,Jul-Sep,0.08,4.55,61.0,0.8,0.11,21.0,0.31,0.87,0.82,72.0,217,90.91
B12,2019,4,Oct-Dec,0.11,2.75,34.0,0.66,0.15,10.0,0.09,3.5,0.94,47.0,57,90.91
B10,2019,1,Jan-Mar,0.06,1.11,67.0,0.87,0.16,20.0,0.12,1.18,0.63,66.0,214,90.91
B10,2019,2,Apr-Jun,0.06,0.19,66.0,1.11,0.1,24.0,0.09,1.28,0.48,68.0,334,90.91
B10,2019,3,Jul-Sep,0.07,0.44,81.0,1.45,0.1,33.0,0.24,1.97,0.43,101.0,424,90.91
B10,2019,4,Oct-Dec,0.16,0.96,88.0,1.72,0.03,37.0,0.52,2.35,0.56,116.0,436,90.91
S1,2019,1,Jan-Mar,0.05,0.1,44.0,0.49,0.14,11.0,0.05,0.54,0.41,32.0,12,100.0
S1,2019,2,Apr-Jun,0.11,0.07,28.0,0.43,0.17,12.0,0.1,0.52,0.26,25.0,17,100.0
S1,2019,3,Jul-Sep,0.03,0.18,50.0,0.42,0.03,17.0,0.02,2.41,0.25,47.0,24,100.0
S1,2019,4,Oct-Dec,0.10,0.15,62.0,0.57,0.09,21.0,0.14,0.5,0.25,56.0,17,100.0
S2,2019,1,Jan-Mar,0.04,0.12,73.0,0.86,0.08,20.0,0.03,1.28,0.42,65.0,217,100.0
S2,2019,2,Apr-Jun,0.10,0.1,66.0,1.05,0.11,23.0,0.07,1.35,0.32,66.0,305,90.91
S2,2019,3,Jul-Sep,0.04,0.94,87.0,1.36,0.07,34.0,0.07,2.13,0.32,117.0,442,90.91
S2,2019,4,Oct-Dec,0.23,0.09,96.0,1.75,0.11,29.0,0.06,1.38,0.35,169.0,451,81.82
B1,2020,1,Jan-Mar,0.03,0.1,20.0,0.34,0.04,7.0,0.01,0.5,0.25,18.0,27,100.0
B1,2020,2,Apr-Jun,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0
B1,2020,3,Jul-Sep,0.03,0.03,48.0,0.28,0.02,12.0,0.003,0.67,0.25,33.0,60,100.0
B1,2020,4,Oct-Dec,0.11,2.17,50.0,0.65,0.15,11.0,0.03,0.56,1.07,31.0,125,90.91
B2,2020,1,Jan-Mar,0.17,8.5,48.0,0.36,0.37,9.0,0.18,0.56,0.97,38.0,44,81.82
B2,2020,2,Apr-Jun,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0
B2,2020,3,Jul-Sep,0.03,8.7,71.0,0.23,0.01,48.0,0.32,0.5,1.8,66.0,49,81.82
B2,2020,4,Oct-Dec,0.18,12.5,48.0,0.81,0.66,9.0,0.13,0.5,4.93,51.0,41,81.82
B3,2020,1,Jan-Mar,0.06,1.16,41.0,0.4,0.29,11.0,0.3,0.5,0.8,42.0,37,90.91
B3,2020,2,Apr-Jun,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0
B3,2020,3,Jul-Sep,0.03,3.1,78.0,0.27,0.09,10.0,0.003,0.5,3.3,69.0,22,90.91
B3,2020,4,Oct-Dec,0.05,4.9,70.0,0.92,0.51,15.0,0.275,0.5,5.53,57.0,24,90.91
B4,2020,1,Jan-Mar,0.04,1.36,37.0,0.42,0.08,12.0,0.6,1.07,0.76,39.0,37,90.91
B4,2020,2,Apr-Jun,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0
B4,2020,3,Jul-Sep,0.03,0.58,69.0,0.27,0.02,14.0,0.06,0.5,0.47,68.0,55,100.0
B4,2020,4,Oct-Dec,0.07,1.86,52.0,0.58,0.32,14.0,0.01,0.53,3.1,56.0,51,90.91
B13,2020,1,Jan-Mar,0.03,0.16,38.0,0.37,0.09,13.0,0.08,1.43,0.46,51.0,40,100.0
B13,2020,2,Apr-Jun,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0
B13,2020,3,Jul-Sep,0.03,0.51,60.0,0.49,0.16,13.0,0.06,7.23,0.39,61.0,53,90.91
B13,2020,4,Oct-Dec,0.05,0.31,50.0,0.59,0.33,13.0,0.13,0.75,1.91,63.0,50,90.91
B5,2020,1,Jan-Mar,0.05,0.89,41.0,0.43,0.12,15.0,0.39,1.05,0.34,53.0,86,100.0
B5,2020,2,Apr-Jun,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0
B5,2020,3,Jul-Sep,0.03,0.57,77.0,0.22,0.05,16.0,0.05,1.5,0.66,80.0,88,90.91
B5,2020,4,Oct-Dec,0.08,0.83,68.0,0.67,0.21,17.0,0.13,1.2,1.36,79.0,92,90.91
B16,2020,1,Jan-Mar,0.03,0.11,55.0,0.42,0.07,25.0,0.3,0.58,1.03,67.0,211,90.91
B16,2020,2,Apr-Jun,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0
B16,2020,3,Jul-Sep,0.03,0.25,74.0,0.27,0.07,24.0,0.24,0.5,0.48,85.0,115,100.0
B16,2020,4,Oct-Dec,0.05,0.79,72.0,0.67,0.04,21.0,0.16,0.5,1.96,86.0,110,90.91
B6,2020,1,Jan-Mar,0.09,0.59,37.0,0.36,0.21,13.0,0.45,1.73,0.25,35.0,55,100.0
B6,2020,2,Apr-Jun,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0
B6,2020,3,Jul-Sep,0.03,1.8,34.0,0.23,0.06,12.0,0.01,3,0.25,33.0,31,100.0
B6,2020,4,Oct-Dec,0.05,4.56,38.0,0.66,0.25,13.0,0.16,1.27,0.96,38.0,63,90.91
B15,2020,1,Jan-Mar,0.03,0.15,58.0,0.44,0.06,24.0,0.31,0.5,1.05,68.0,213,90.91
B15,2020,2,Apr-Jun,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0
B15,2020,3,Jul-Sep,0.03,0.12,83.0,0.28,0.01,42.0,0.003,0.5,0.3,98.0,155,100.0
B15,2020,4,Oct-Dec,0.05,1.82,72.0,0.82,0.22,24.0,0.39,0.5,2.02,84.0,145,90.91
B17,2020,1,Jan-Mar,0.16,2.46,63.0,0.57,0.16,21.0,0.44,0.5,0.78,63.0,207,90.91
B17,2020,2,Apr-Jun,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0
B17,2020,3,Jul-Sep,0.03,0.09,95.0,0.31,0.02,21.0,0.003,0.5,0.25,85.0,435,100.0
B17,2020,4,Oct-Dec,0.05,0.24,88.0,1.13,0.05,40.0,0.47,0.5,1.46,91.0,360,81.82
B11,2020,1,Jan-Mar,0.03,1.45,63.0,0.6,0.02,25.0,0.26,0.5,0.82,73.0,222,90.91
B11,2020,2,Apr-Jun,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0
B11,2020,3,Jul-Sep,0.03,0.12,82.0,0.32,0.08,23.0,0.2,0.5,0.25,78.0,395,100.0
B11,2020,4,Oct-Dec,0.05,0.15,90.0,1.2,0.04,46.0,0.37,0.5,1.01,0.0,383,72.73
B7,2020,1,Jan-Mar,0.03,0.05,31.0,0.58,0.09,16.0,0.15,0.5,0.37,52.0,115,100.0
B7,2020,2,Apr-Jun,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0
B7,2020,3,Jul-Sep,0.03,0.06,44.0,0.38,0.09,17.0,0.17,0.5,0.25,55.0,165,100.0
B7,2020,4,Oct-Dec,0.05,0.1,45.0,0.89,0.06,19.0,0.19,0.5,0.1,64.0,162,100.0
B8,2020,1,Jan-Mar,0.05,0.67,62.0,0.62,0.04,23.0,0.18,0.5,0.61,66.0,219,90.91
B8,2020,2,Apr-Jun,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0
B8,2020,3,Jul-Sep,0.03,0.16,119.0,0.81,0.02,43.0,0.28,0.8,0.26,84.0,301,100.0
B8,2020,4,Oct-Dec,0.05,0.2,88.0,1.14,0.05,42.0,0.43,0.68,1.13,97.0,346,81.82
B14,2020,1,Jan-Mar,0.04,0.11,60.0,0.56,0.06,23.0,0.09,0.56,0.89,70.0,198,90.91
B14,2020,2,Apr-Jun,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0
B14,2020,3,Jul-Sep,0.03,0.14,92.0,0.28,0.06,13.0,0.003,1.7,0.35,69.0,405,100.0
B14,2020,4,Oct-Dec,0.23,1.75,51.0,0.8,0.27,23.0,0.31,2.77,1.87,66.0,145,90.91
B12,2020,1,Jan-Mar,0.08,3.28,35.0,0.38,0.19,12.0,0.09,1.43,1.08,43.0,44,90.91
B12,2020,2,Apr-Jun,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0
B12,2020,3,Jul-Sep,0.03,8.9,42.0,0.2,0.01,50.0,0.18,1.8,1.1,50.0,45,81.82
B12,2020,4,Oct-Dec,0.27,4.14,68.0,0.99,0.43,25.0,0.29,3.13,1.83,74.0,243,90.91
B10,2020,1,Jan-Mar,0.05,0.23,54.0,0.52,0.06,22.0,0.1,1.21,0.69,64.0,172,90.91
B10,2020,2,Apr-Jun,0.04,0.47,58.0,0.85,0.09,25.0,0.04,1.74,0.37,61.0,256,100.0
B10,2020,3,Jul-Sep,0.03,0.47,74.0,0.44,0.05,35.0,0.12,1.93,0.42,86.0,271,100.0
B10,2020,4,Oct-Dec,0.10,0.73,67.0,0.96,0.09,31.0,0.39,1.86,1.24,86.0,240,90.91
S1,2020,1,Jan-Mar,0.07,0.09,16.0,0.35,0.14,13.0,0.04,0.74,0.54,27.0,21,100.0
S1,2020,2,Apr-Jun,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0
S1,2020,3,Jul-Sep,0.05,0.43,37.0,0.26,0.1,15.0,0.04,0.53,0.27,33.0,16,100.0
S1,2020,4,Oct-Dec,0.05,0.46,39.0,0.5,0.11,15.0,0.1,0.92,0.75,37.0,17,90.91
S2,2020,1,Jan-Mar,0.08,0.43,50.0,0.48,0.07,20.0,0.05,1.33,0.4,58.0,147,100.0
S2,2020,2,Apr-Jun,0.06,0.38,55.0,0.78,0.08,25.0,0.03,2.04,0.27,61.0,225,100.0
S2,2020,3,Jul-Sep,0.06,0.08,71.0,0.39,0.06,34.0,0.04,2.53,0.32,83.0,236,100.0
S2,2020,4,Oct-Dec,0.05,1.28,73.0,0.98,0.08,26.0,0.07,1.61,1.98,73.0,206,90.91
B1,2021,1,Jan-Mar,0,0.11,32.0,0.39,0.0,0.0,0.0,0.59,0.37,0.0,46,54.55
B1,2021,2,Apr-Jun,0.06,0.1,32.0,0.4,0.04,15.0,0.02,0.5,0.1,43.0,29,100.0
B1,2021,3,Jul-Sep,0.05,0.1,42.0,0.44,0.02,10.0,0.01,0.5,0.1,29.0,47,100.0
B1,2021,4,Oct-Dec,0.05,0.73,33.0,0.42,0.05,9.0,0.05,0.5,0.83,24.0,34,90.91
B2,2021,1,Jan-Mar,0,14.47,44.0,0.7,0.0,0.0,0.0,0.9,5,0.0,37,36.36
B2,2021,2,Apr-Jun,0.05,21.0,59.0,0.64,0.23,10.0,0.09,0.5,2.17,60.0,40,81.82
B2,2021,3,Jul-Sep,0.05,28.0,60.0,0.64,0.14,9.0,0.15,0.5,9.8,55.0,31,81.82
B2,2021,4,Oct-Dec,0.05,3.93,42.0,0.6,0.66,8.0,0.13,0.5,5.18,37.0,37,90.91
B3,2021,1,Jan-Mar,0,0.65,47.0,0.5,0.0,0.0,0.0,0.52,1.93,0.0,28,45.45
B3,2021,2,Apr-Jun,0.05,1.0,64.0,0.67,0.16,12.0,0.24,0.8,1.33,52.0,32,90.91
B3,2021,3,Jul-Sep,0.05,3.5,73.0,0.67,0.06,11.0,0.08,0.5,4.1,47.0,48,90.91
B3,2021,4,Oct-Dec,0.05,0.53,73.0,0.7,0.4,13.0,0.17,1.09,2.86,57.0,59,90.91
B4,2021,1,Jan-Mar,0,2.33,37.0,0.52,0.0,0.0,0.0,1.26,2.03,0.0,46,45.45
B4,2021,2,Apr-Jun,0.07,2.43,53.0,0.58,0.04,12.0,0.03,2.77,0.79,50.0,35,90.91
B4,2021,3,Jul-Sep,0.07,6.5,70.0,0.72,0.09,10.0,0.53,2.3,5.8,57.0,40,81.82
B4,2021,4,Oct-Dec,0.05,1.17,50.0,0.62,0.11,11.0,0.3,0.83,4.2,46.0,48,90.91
B13,2021,1,Jan-Mar,0,0.17,47.0,0.54,0.0,0.0,0.0,0.88,2.64,0.0,35,45.45
B13,2021,2,Apr-Jun,0.06,0.11,66.0,0.49,0.13,17.0,0.03,3.6,0.38,64.0,52,100.0
B13,2021,3,Jul-Sep,0.08,0.12,79.0,0.49,0.11,12.0,0.02,1.73,1.36,66.0,55,90.91
B13,2021,4,Oct-Dec,0.13,0.19,41.0,0.51,0.33,12.0,0.08,1.42,1.36,44.0,29,90.91
B5,2021,1,Jan-Mar,0,0.15,37.0,0.44,0.0,0.0,0.0,0.95,0.98,0.0,54,45.45
B5,2021,2,Apr-Jun,0.17,0.11,66.0,0.59,0.09,17.0,0.02,1.48,0.52,61.0,58,100.0
B5,2021,3,Jul-Sep,0.05,0.35,80.0,0.67,0.01,22.0,0.02,1,2.2,73.0,140,90.91
B5,2021,4,Oct-Dec,0.05,1.5,35.0,0.7,0.18,13.0,0.23,0.5,0.56,40.0,83,100.0
B16,2021,1,Jan-Mar,0,0.13,53.0,0.59,0.0,0.0,0.0,0.5,1.5,0.0,106,45.45
B16,2021,2,Apr-Jun,0.05,0.12,77.0,0.99,0.02,35.0,0.07,1.21,0.38,88.0,268,100.0
B16,2021,3,Jul-Sep,0.05,0.2,94.0,1.3,0.01,55.0,0.07,1.3,1.1,410.0,680,63.64
B16,2021,4,Oct-Dec,0.05,0.57,68.0,0.93,0.1,30.0,0.33,0.7,2.53,79.0,276,90.91
B6,2021,1,Jan-Mar,0,0.57,43.0,0.64,0.0,0.0,0.0,1.5,0.27,0.0,105,54.55
B6,2021,2,Apr-Jun,0.06,1.06,39.0,0.47,0.19,13.0,0.17,2.77,0.19,33.0,44,100.0
B6,2021,3,Jul-Sep,0.05,6.4,37.0,0.52,0.05,11.0,0.04,0.82,1.3,28.0,33,81.82
B6,2021,4,Oct-Dec,0.08,1.37,38.0,0.62,0.53,13.0,0.64,1.03,1.01,34.0,99,90.91
B15,2021,1,Jan-Mar,0,0.26,48.0,0.57,0.0,0.0,0.0,0.5,1.5,0.0,83,45.45
B15,2021,2,Apr-Jun,0.05,0.1,72.0,1.0,0.03,34.0,0.07,0.96,0.4,87.0,252,100.0
B15,2021,3,Jul-Sep,0.05,0.41,93.0,1.2,0.01,45.0,0.21,0.76,1.3,1080.0,550,63.64
B15,2021,4,Oct-Dec,0.05,2.04,71.0,0.93,0.12,29.0,0.44,0.57,3.96,77.0,263,90.91
B17,2021,1,Jan-Mar,0,0.14,58.0,0.78,0.0,0.0,0.0,0.5,1.27,0.0,166,45.45
B17,2021,2,Apr-Jun,0.07,0.14,76.0,0.96,0.03,37.0,0.87,0.5,0.41,89.0,263,100.0
B17,2021,3,Jul-Sep,0.05,0.12,90.0,1.0,0.04,37.0,0.49,0.5,1,91.0,410,90.91
B17,2021,4,Oct-Dec,0.05,1.23,92.0,1.1,0.05,40.0,0.48,0.5,3.11,187.0,370,72.73
B11,2021,1,Jan-Mar,0,0.1,55.0,0.75,0.0,0.0,0.0,0.55,1.77,0.0,151,45.45
B11,2021,2,Apr-Jun,0.05,0.1,75.0,1.0,0.02,30.0,0.2,0.5,0.29,76.0,283,100.0
B11,2021,3,Jul-Sep,0.05,0.13,97.0,1.2,0.01,50.0,0.29,0.5,1,250.0,560,63.64
B11,2021,4,Oct-Dec,0.12,0.13,79.0,0.99,0.09,23.0,0.27,0.5,1.09,59.0,305,90.91
B7,2021,1,Jan-Mar,0,0.16,47.0,0.74,0.0,0.0,0.0,0.5,0.5,0.0,129,54.55
B7,2021,2,Apr-Jun,0.05,0.1,46.0,0.8,0.06,19.0,0.09,0.5,0.1,59.0,125,100.0
B7,2021,3,Jul-Sep,0.05,0.1,46.0,0.79,0.02,19.0,0.22,0.5,0.1,52.0,165,100.0
B7,2021,4,Oct-Dec,0.10,1.13,47.0,0.86,0.1,19.0,0.3,0.5,1.9,59.0,157,90.91
B8,2021,1,Jan-Mar,0,1.32,54.0,0.7,0.0,0.0,0.0,0.58,1.58,0.0,143,45.45
B8,2021,2,Apr-Jun,0.14,0.1,74.0,1.01,0.14,28.0,0.04,0.5,0.24,70.0,276,90.91
B8,2021,3,Jul-Sep,0.05,0.18,102.0,1.2,0.03,53.0,0.7,0.5,0.62,575.0,550,63.64
B8,2021,4,Oct-Dec,0.10,0.43,75.0,0.99,0.1,33.0,0.57,0.51,0.88,82.0,281,90.91
B14,2021,1,Jan-Mar,0,1.29,49.0,0.66,0.0,0.0,0.0,1.69,1.2,0.0,114,45.45
B14,2021,2,Apr-Jun,0.05,0.76,65.0,0.9,0.02,28.0,0.04,1.98,0.43,74.0,214,100.0
B14,2021,3,Jul-Sep,0.05,0.16,94.0,1.2,0.04,42.0,0.21,1.7,1.2,250.0,520,63.64
B14,2021,4,Oct-Dec,0.10,0.14,70.0,0.94,0.11,29.0,0.41,1.07,0.99,75.0,267,90.91
B12,2021,1,Jan-Mar,0,3.1,40.0,0.66,0.0,0.0,0.0,0.67,2.36,0.0,76,45.45
B12,2021,2,Apr-Jun,0.07,3.83,53.0,0.71,0.04,14.0,0.02,1.65,0.76,48.0,91,90.91
B12,2021,3,Jul-Sep,0.05,12.0,53.0,0.68,0.05,11.0,0.02,1.3,5.7,52.0,61,81.82
B12,2021,4,Oct-Dec,0.40,1.75,34.0,0.57,0.54,12.0,0.37,1.12,1.21,38.0,51,90.91
B10,2021,1,Jan-Mar,0,0.24,51.0,0.72,0.0,0.0,0.0,0.92,1.36,0.0,123,45.45
B10,2021,2,Apr-Jun,0.08,0.17,69.0,0.92,0.1,28.0,0.07,1.65,0.54,73.0,230,100.0
B10,2021,3,Jul-Sep,0.07,0.46,85.0,1.11,0.07,43.0,0.11,1.98,1.07,230.0,436,72.73
B10,2021,4,Oct-Dec,0.13,0.16,71.0,0.99,0.14,30.0,0.41,1.45,1.02,76.0,251,90.91
S1,2021,1,Jan-Mar,0,2.63,17.0,0.46,0.0,0.0,0.0,0.61,0.92,0.0,24,45.45
S1,2021,2,Apr-Jun,0.06,0.17,40.0,0.46,0.07,12.0,0.04,1.92,0.16,22.0,64,100.0
S1,2021,3,Jul-Sep,0.10,0.31,45.0,0.33,0.1,16.0,0.04,3.28,0.17,37.0,16,100.0
S1,2021,4,Oct-Dec,1.85,2.24,51.0,0.53,0.28,18.0,0.09,0.69,1.92,43.0,15,81.82
S2,2021,1,Jan-Mar,0,0.12,53.0,0.72,0.0,0.0,0.0,1.56,1.01,0.0,135,45.45
S2,2021,2,Apr-Jun,0.06,0.12,68.0,0.89,0.08,24.0,0.13,2.63,0.39,63.0,213,100.0
S2,2021,3,Jul-Sep,0.06,0.12,87.0,1.02,0.06,41.0,0.1,2.78,0.95,180.0,372,72.73
S2,2021,4,Oct-Dec,0.90,0.32,71.0,0.91,0.17,28.0,0.14,1.55,1.19,73.0,241,81.82
B1,2022,1,Jan-Mar,0.05,0.17,23.0,0.38,0.1,8.0,0.04,0.5,0.1,18.0,28,100.0
